Severity,Type,Code,Source,Description,Timestamp,Run_Hours,Asset,Site
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-08 16:53:25,51707,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-08 08:07:03,51705,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-05 08:28:45,51679,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-01 16:12:04,51654,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-31 18:12:03,51645,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-30 18:23:36,51634,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-30 07:50:28,51629,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-27 08:10:38,51565,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-24 16:51:31,51563,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-24 08:19:46,51561,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-23 17:42:49,51558,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-22 09:45:31,51556,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-20 11:17:01,51514,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-19 08:53:47,51511,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-18 07:10:29,51488,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-13 08:26:40,51377,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-10 16:41:03,51373,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-10 08:14:08,51370,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-08 08:44:14,51367,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-05 23:09:30,51333,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-02 19:47:18,51271,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-01 07:39:40,51235,TTG00234,Martin Vaz
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-07-27 07:24:23,51124,TTG00234,Martin Vaz
