Timestamp,ABB00235_Fuel_Rate,ABB00232_Fuel_Rate,Site,ABC00548_Fuel_Rate,ABC00547_Fuel_Rate,ABC00546_Fuel_Rate,ABC00575_Fuel_Rate,ABC00576_Fuel_Rate,ABC00574_Fuel_Rate,ABA00243_Fuel_Rate,ABA00133_Fuel_Rate,ABA00223_Fuel_Rate,ABA00247_Fuel_Rate,ABB00233_Fuel_Rate,ABB00230_Fuel_Rate,ABB00234_Fuel_Rate,ABB00231_Fuel_Rate,ABB00239_Fuel_Rate,ABB00240_Fuel_Rate
2021-12-01,112.0,102.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-02,186.0,229.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-03,142.0,224.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-04,,,Florianopolis,,,,,,,,,,,,,,,,
2021-12-05,,,Florianopolis,,,,,,,,,,,,,,,,
2021-12-06,,,Florianopolis,,,,,,,,,,,,,,,,
2021-12-07,140.0,166.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-08,127.0,148.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-09,76.0,110.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-10,45.0,120.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-11,44.0,44.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-12,47.0,47.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-13,44.0,43.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-14,42.0,42.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-15,43.0,55.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-16,42.0,43.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-17,120.0,133.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-18,200.0,244.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-19,69.0,117.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-20,81.0,86.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-21,94.0,130.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-22,55.0,65.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-23,57.0,71.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-24,99.0,134.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-25,51.0,63.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-26,85.0,144.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-27,90.0,142.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-28,132.0,156.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-29,170.0,173.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-30,94.0,119.0,Florianopolis,,,,,,,,,,,,,,,,
2021-12-31,79.0,77.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-01,81.0,87.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-02,139.0,141.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-03,154.0,161.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-04,93.0,115.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-05,130.0,128.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-06,150.0,145.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-07,130.0,143.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-08,182.0,185.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-09,147.0,142.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-10,133.0,152.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-11,186.0,176.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-12,150.0,158.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-13,109.0,146.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-14,122.0,126.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-15,134.0,154.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-16,135.0,133.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-17,95.0,109.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-18,155.0,161.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-19,,,Florianopolis,,,,,,,,,,,,,,,,
2022-01-20,90.0,121.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-21,,,Florianopolis,,,,,,,,,,,,,,,,
2022-01-22,52.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-01-23,,,Florianopolis,,,,,,,,,,,,,,,,
2022-01-24,113.0,138.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-25,121.0,140.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-26,172.0,165.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-27,163.0,179.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-28,118.0,136.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-29,167.0,162.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-30,144.0,209.0,Florianopolis,,,,,,,,,,,,,,,,
2022-01-31,155.0,216.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-01,164.0,166.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-02,128.0,135.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-03,40.0,64.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-04,142.0,141.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-05,161.0,142.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-06,103.0,82.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-07,,41.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-08,,40.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-09,,40.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-10,43.0,40.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-11,41.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-02-12,41.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-02-13,46.0,49.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-14,45.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-02-15,43.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-02-16,47.0,42.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-17,50.0,96.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-18,45.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-02-19,43.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-02-20,65.0,86.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-21,146.0,97.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-22,141.0,173.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-23,170.0,100.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-24,,47.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-25,,42.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-26,,49.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-27,,44.0,Florianopolis,,,,,,,,,,,,,,,,
2022-02-28,76.0,42.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-01,47.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-02,42.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-03,50.0,53.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-04,92.0,80.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-05,51.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-06,52.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-07,52.0,42.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-08,,51.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-09,,45.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-10,,45.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-11,,43.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-12,105.0,66.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-13,48.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-14,51.0,133.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-15,49.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-16,47.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-17,51.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-18,46.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-19,47.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-20,45.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-21,148.0,151.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-22,134.0,115.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-23,153.0,155.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-24,41.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-25,43.0,,Florianopolis,,,,,,,,,,,,,,,,
2022-03-26,77.0,138.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-27,45.0,47.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-28,40.0,41.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-29,42.0,40.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-30,41.0,40.0,Florianopolis,,,,,,,,,,,,,,,,
2022-03-31,40.0,41.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-01,158.0,83.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-02,39.0,41.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-03,40.0,41.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-04,49.0,49.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-05,47.0,43.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-06,,46.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-07,39.0,48.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-08,133.0,72.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-09,,50.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-10,177.0,50.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-11,,45.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-12,,44.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-13,,46.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-14,41.0,41.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-15,49.0,43.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-16,51.0,50.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-17,,52.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-18,,60.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-19,179.0,91.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-20,165.0,144.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-21,195.0,158.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-22,188.0,155.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-23,203.0,138.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-24,204.0,138.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-25,200.0,138.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-26,197.0,133.0,Florianopolis,,,,,,,,,,,,,,,,
2022-04-27,169.0,99.0,Florianopolis,,,,,,,,,,,,,,,,
2021-07-01,,,Hendrix,99.0,111.0,,,,,,,,,,,,,,
2021-07-02,,,Hendrix,125.0,114.0,,,,,,,,,,,,,,
2021-07-03,,,Hendrix,164.0,169.0,,,,,,,,,,,,,,
2021-07-04,,,Hendrix,,116.0,,,,,,,,,,,,,,
2021-07-05,,,Hendrix,120.0,119.0,,,,,,,,,,,,,,
2021-07-06,,,Hendrix,132.0,206.0,,,,,,,,,,,,,,
2021-07-07,,,Hendrix,119.0,,,,,,,,,,,,,,,
2021-07-08,,,Hendrix,99.0,89.0,,,,,,,,,,,,,,
2021-07-09,,,Hendrix,87.0,117.0,,,,,,,,,,,,,,
2021-07-10,,,Hendrix,118.0,118.0,,,,,,,,,,,,,,
2021-07-11,,,Hendrix,119.0,,,,,,,,,,,,,,,
2021-07-12,,,Hendrix,132.0,135.0,,,,,,,,,,,,,,
2021-07-13,,,Hendrix,126.0,119.0,,,,,,,,,,,,,,
2021-07-14,,,Hendrix,,126.0,,,,,,,,,,,,,,
2021-07-15,,,Hendrix,136.0,125.0,,,,,,,,,,,,,,
2021-07-16,,,Hendrix,200.0,158.0,,,,,,,,,,,,,,
2021-07-17,,,Hendrix,,95.0,,,,,,,,,,,,,,
2021-07-18,,,Hendrix,94.0,95.0,,,,,,,,,,,,,,
2021-07-19,,,Hendrix,92.0,,,,,,,,,,,,,,,
2021-07-20,,,Hendrix,92.0,,,,,,,,,,,,,,,
2021-07-21,,,Hendrix,121.0,134.0,,,,,,,,,,,,,,
2021-07-22,,,Hendrix,112.0,,,,,,,,,,,,,,,
2021-07-23,,,Hendrix,101.0,86.0,,,,,,,,,,,,,,
2021-07-24,,,Hendrix,118.0,158.0,,,,,,,,,,,,,,
2021-07-25,,,Hendrix,118.0,37.0,,,,,,,,,,,,,,
2021-07-26,,,Hendrix,231.0,213.0,,,,,,,,,,,,,,
2021-07-27,,,Hendrix,,124.0,,,,,,,,,,,,,,
2021-07-28,,,Hendrix,,122.0,,,,,,,,,,,,,,
2021-07-29,,,Hendrix,126.0,131.0,,,,,,,,,,,,,,
2021-07-30,,,Hendrix,118.0,,,,,,,,,,,,,,,
2021-07-31,,,Hendrix,118.0,,,,,,,,,,,,,,,
2021-08-01,,,Hendrix,112.0,106.0,,,,,,,,,,,,,,
2021-08-02,,,Hendrix,95.0,116.0,,,,,,,,,,,,,,
2021-08-03,,,Hendrix,115.0,,,,,,,,,,,,,,,
2021-08-04,,,Hendrix,116.0,,,,,,,,,,,,,,,
2021-08-05,,,Hendrix,113.0,,,,,,,,,,,,,,,
2021-08-06,,,Hendrix,113.0,,,,,,,,,,,,,,,
2021-08-07,,,Hendrix,108.0,,,,,,,,,,,,,,,
2021-08-08,,,Hendrix,108.0,,,,,,,,,,,,,,,
2021-08-09,,,Hendrix,108.0,,,,,,,,,,,,,,,
2021-08-10,,,Hendrix,108.0,,,,,,,,,,,,,,,
2021-08-11,,,Hendrix,108.0,,,,,,,,,,,,,,,
2021-08-12,,,Hendrix,108.0,,,,,,,,,,,,,,,
2021-08-13,,,Hendrix,108.0,,,,,,,,,,,,,,,
2021-08-14,,,Hendrix,90.0,91.0,,,,,,,,,,,,,,
2021-08-15,,,Hendrix,89.0,96.0,,,,,,,,,,,,,,
2021-08-16,,,Hendrix,198.0,148.0,,,,,,,,,,,,,,
2021-08-17,,,Hendrix,36.0,124.0,,,,,,,,,,,,,,
2021-08-18,,,Hendrix,,123.0,,,,,,,,,,,,,,
2021-08-19,,,Hendrix,,138.0,,,,,,,,,,,,,,
2021-08-20,,,Hendrix,102.0,132.0,,,,,,,,,,,,,,
2021-08-21,,,Hendrix,,113.0,,,,,,,,,,,,,,
2021-08-22,,,Hendrix,,119.0,,,,,,,,,,,,,,
2021-08-23,,,Hendrix,,125.0,,,,,,,,,,,,,,
2021-08-24,,,Hendrix,128.0,129.0,,,,,,,,,,,,,,
2021-08-25,,,Hendrix,94.0,96.0,,,,,,,,,,,,,,
2021-08-26,,,Hendrix,87.0,90.0,,,,,,,,,,,,,,
2021-08-27,,,Hendrix,128.0,118.0,,,,,,,,,,,,,,
2021-08-28,,,Hendrix,,117.0,,,,,,,,,,,,,,
2021-08-29,,,Hendrix,,121.0,,,,,,,,,,,,,,
2021-08-30,,,Hendrix,,128.0,,,,,,,,,,,,,,
2021-08-31,,,Hendrix,119.0,120.0,,,,,,,,,,,,,,
2021-09-01,,,Hendrix,118.0,,,,,,,,,,,,,,,
2021-09-02,,,Hendrix,119.0,,,,,,,,,,,,,,,
2021-09-03,,,Hendrix,122.0,,,,,,,,,,,,,,,
2021-09-04,,,Hendrix,111.0,124.0,,,,,,,,,,,,,,
2021-09-05,,,Hendrix,94.0,120.0,,,,,,,,,,,,,,
2021-09-06,,,Hendrix,169.0,134.0,,,,,,,,,,,,,,
2021-09-07,,,Hendrix,188.0,148.0,,,,,,,,,,,,,,
2021-09-08,,,Hendrix,97.0,93.0,,,,,,,,,,,,,,
2021-09-09,,,Hendrix,,90.0,,,,,,,,,,,,,,
2021-09-10,,,Hendrix,,92.0,,,,,,,,,,,,,,
2021-09-11,,,Hendrix,,93.0,,,,,,,,,,,,,,
2021-09-12,,,Hendrix,157.0,143.0,,,,,,,,,,,,,,
2021-09-13,,,Hendrix,223.0,170.0,,,,,,,,,,,,,,
2021-09-14,,,Hendrix,,136.0,,,,,,,,,,,,,,
2021-09-15,,,Hendrix,195.0,145.0,,,,,,,,,,,,,,
2021-09-16,,,Hendrix,,127.0,,,,,,,,,,,,,,
2021-09-17,,,Hendrix,184.0,143.0,,,,,,,,,,,,,,
2021-09-18,,,Hendrix,,148.0,,,,,,,,,,,,,,
2021-09-19,,,Hendrix,,147.0,,,,,,,,,,,,,,
2021-09-20,,,Hendrix,230.0,160.0,219.0,,,,,,,,,,,,,
2021-09-21,,,Hendrix,,155.0,,,,,,,,,,,,,,
2021-09-22,,,Hendrix,125.0,126.0,,,,,,,,,,,,,,
2021-09-23,,,Hendrix,,149.0,,,,,,,,,,,,,,
2021-09-24,,,Hendrix,,163.0,,,,,,,,,,,,,,
2021-09-25,,,Hendrix,,139.0,,,,,,,,,,,,,,
2021-09-26,,,Hendrix,,126.0,,,,,,,,,,,,,,
2021-09-27,,,Hendrix,32.0,125.0,,,,,,,,,,,,,,
2021-09-28,,,Hendrix,122.0,114.0,,,,,,,,,,,,,,
2021-09-29,,,Hendrix,117.0,,,,,,,,,,,,,,,
2021-09-30,,,Hendrix,121.0,,,,,,,,,,,,,,,
2021-10-01,,,Hendrix,129.0,,,,,,,,,,,,,,,
2021-10-02,,,Hendrix,124.0,,,,,,,,,,,,,,,
2021-10-03,,,Hendrix,151.0,228.0,,,,,,,,,,,,,,
