Timestamp,ABB00235_Load,ABB00232_Load,UT1E,UT2E,Site,ABC00548_Load,ABC00547_Load,ABC00546_Load,UT3E,ABC00575_Load,ABC00576_Load,ABC00574_Load,ABA00243_Load,ABA00133_Load,ABA00223_Load,ABA00247_Load,UT4E,ABB00233_Load,ABB00230_Load,ABB00234_Load,ABB00231_Load,ABB00239_Load,ABB00240_Load
2022-04-21,,,70.8,29.2,Hendrix,28.0,31.0,,0.0,,,,,,,,,,,,,,
2022-04-22,,,62.5,37.5,Hendrix,39.0,32.0,68.0,0.0,,,,,,,,,,,,,,
2022-04-23,,,70.8,29.2,Hendrix,48.0,35.0,,0.0,,,,,,,,,,,,,,
2022-04-24,,,79.2,20.8,Hendrix,42.0,33.0,,0.0,,,,,,,,,,,,,,
2022-04-25,,,100.0,0.0,Hendrix,,31.0,,0.0,,,,,,,,,,,,,,
2022-04-26,,,83.3,16.7,Hendrix,,30.0,29.0,0.0,,,,,,,,,,,,,,
2022-04-27,,,95.8,4.2,Hendrix,55.0,30.0,,0.0,,,,,,,,,,,,,,
2022-04-28,,,87.5,12.5,Hendrix,36.0,32.0,,0.0,,,,,,,,,,,,,,
2021-07-01,,,12.5,87.5,Ilhas Maldivas,,,,0.0,42.0,43.0,,,,,,,,,,,,
2021-07-02,,,75.0,25.0,Ilhas Maldivas,,,,0.0,26.0,27.0,,,,,,,,,,,,
2021-07-03,,,95.8,4.2,Ilhas Maldivas,,,,0.0,26.0,31.0,,,,,,,,,,,,
2021-07-04,,,91.7,8.3,Ilhas Maldivas,,,,0.0,26.0,41.0,,,,,,,,,,,,
2021-07-05,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,41.0,,,,,,,,,,,,
2021-07-06,,,95.8,4.2,Ilhas Maldivas,,,,0.0,19.0,29.0,,,,,,,,,,,,
2021-07-07,,,100.0,0.0,Ilhas Maldivas,,,,0.0,33.0,33.0,,,,,,,,,,,,
2021-07-08,,,33.3,66.7,Ilhas Maldivas,,,,0.0,29.0,27.0,,,,,,,,,,,,
2021-07-09,,,75.0,25.0,Ilhas Maldivas,,,,0.0,31.0,26.0,,,,,,,,,,,,
2021-07-10,,,95.8,4.2,Ilhas Maldivas,,,,0.0,32.0,28.0,,,,,,,,,,,,
2021-07-11,,,54.2,45.8,Ilhas Maldivas,,,,0.0,35.0,38.0,,,,,,,,,,,,
2021-07-12,,,58.3,41.7,Ilhas Maldivas,,,,0.0,30.0,28.0,,,,,,,,,,,,
2021-07-13,,,75.0,16.7,Ilhas Maldivas,,,,0.0,33.0,45.0,,,,,,,,,,,,
2021-07-14,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,,,,,,,,,,,,,
2021-07-15,,,100.0,0.0,Ilhas Maldivas,,,,0.0,30.0,30.0,,,,,,,,,,,,
2021-07-16,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,32.0,,,,,,,,,,,,
2021-07-17,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,30.0,,,,,,,,,,,,
2021-07-18,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,32.0,,,,,,,,,,,,
2021-07-19,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,32.0,,,,,,,,,,,,
2021-07-20,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,33.0,,,,,,,,,,,,
2021-07-21,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,33.0,,,,,,,,,,,,
2021-07-22,,,66.7,33.3,Ilhas Maldivas,,,,0.0,30.0,31.0,,,,,,,,,,,,
2021-07-23,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,34.0,,,,,,,,,,,,
2021-07-24,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,34.0,,,,,,,,,,,,
2021-07-25,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,33.0,,,,,,,,,,,,
2021-07-26,,,66.7,33.3,Ilhas Maldivas,,,,0.0,38.0,48.0,,,,,,,,,,,,
2021-07-27,,,37.5,62.5,Ilhas Maldivas,,,,0.0,44.0,52.0,,,,,,,,,,,,
2021-07-28,,,95.8,0.0,Ilhas Maldivas,,,,0.0,27.0,,,,,,,,,,,,,
2021-07-29,,,87.5,12.5,Ilhas Maldivas,,,,0.0,26.0,27.0,,,,,,,,,,,,
2021-07-30,,,45.8,54.2,Ilhas Maldivas,,,,0.0,39.0,48.0,,,,,,,,,,,,
2021-07-31,,,66.7,33.3,Ilhas Maldivas,,,,0.0,31.0,38.0,,,,,,,,,,,,
2021-08-01,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,,,,,,,,,,,,,
2021-08-02,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,,,,,,,,,,,,,
2021-08-03,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,,,,,,,,,,,,,
2021-08-04,,,75.0,25.0,Ilhas Maldivas,,,,0.0,28.0,28.0,,,,,,,,,,,,
2021-08-05,,,100.0,0.0,Ilhas Maldivas,,,,0.0,28.0,31.0,,,,,,,,,,,,
2021-08-06,,,83.3,16.7,Ilhas Maldivas,,,,0.0,31.0,33.0,,,,,,,,,,,,
2021-08-07,,,87.5,12.5,Ilhas Maldivas,,,,0.0,38.0,36.0,,,,,,,,,,,,
2021-08-08,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,39.0,,,,,,,,,,,,
2021-08-09,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,37.0,,,,,,,,,,,,
2021-08-10,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,35.0,,,,,,,,,,,,
2021-08-11,,,91.7,8.3,Ilhas Maldivas,,,,0.0,24.0,33.0,,,,,,,,,,,,
2021-08-12,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,34.0,,,,,,,,,,,,
2021-08-13,,,95.8,0.0,Ilhas Maldivas,,,,0.0,,39.0,,,,,,,,,,,,
2021-08-14,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,35.0,,,,,,,,,,,,
2021-08-15,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,35.0,,,,,,,,,,,,
2021-08-16,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,36.0,,,,,,,,,,,,
2021-08-17,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,39.0,,,,,,,,,,,,
2021-08-18,,,100.0,0.0,Ilhas Maldivas,,,,0.0,36.0,38.0,,,,,,,,,,,,
2021-08-19,,,100.0,0.0,Ilhas Maldivas,,,,0.0,35.0,,,,,,,,,,,,,
2021-08-20,,,100.0,0.0,Ilhas Maldivas,,,,0.0,37.0,,,,,,,,,,,,,
2021-08-21,,,100.0,0.0,Ilhas Maldivas,,,,0.0,33.0,,,,,,,,,,,,,
2021-08-22,,,83.3,16.7,Ilhas Maldivas,,,,0.0,38.0,56.0,,,,,,,,,,,,
2021-08-23,,,16.7,83.3,Ilhas Maldivas,,,,0.0,46.0,52.0,,,,,,,,,,,,
2021-08-24,,,100.0,0.0,Ilhas Maldivas,,,,0.0,27.0,,,,,,,,,,,,,
2021-08-25,,,58.3,41.7,Ilhas Maldivas,,,,0.0,27.0,26.0,,,,,,,,,,,,
2021-08-26,,,100.0,0.0,Ilhas Maldivas,,,,0.0,26.0,,,,,,,,,,,,,
2021-08-27,,,58.3,37.5,Ilhas Maldivas,,,,0.0,27.0,27.0,,,,,,,,,,,,
2021-08-28,,,29.2,70.8,Ilhas Maldivas,,,,0.0,38.0,42.0,,,,,,,,,,,,
2021-08-29,,,54.2,45.8,Ilhas Maldivas,,,,0.0,33.0,36.0,,,,,,,,,,,,
2021-08-30,,,95.8,4.2,Ilhas Maldivas,,,,0.0,32.0,17.0,,,,,,,,,,,,
2021-08-31,,,100.0,0.0,Ilhas Maldivas,,,,0.0,31.0,,,,,,,,,,,,,
2021-09-01,,,87.5,12.5,Ilhas Maldivas,,,,0.0,30.0,32.0,,,,,,,,,,,,
2021-09-02,,,100.0,0.0,Ilhas Maldivas,,,,0.0,31.0,32.0,,,,,,,,,,,,
2021-09-03,,,95.8,4.2,Ilhas Maldivas,,,,0.0,30.0,32.0,54.0,,,,,,,,,,,
2021-09-04,,,100.0,0.0,Ilhas Maldivas,,,,0.0,31.0,,,,,,,,,,,,,
2021-09-05,,,100.0,0.0,Ilhas Maldivas,,,,0.0,31.0,,,,,,,,,,,,,
2021-09-06,,,100.0,0.0,Ilhas Maldivas,,,,0.0,34.0,,,,,,,,,,,,,
2021-09-07,,,91.7,8.3,Ilhas Maldivas,,,,0.0,31.0,33.0,,,,,,,,,,,,
2021-09-08,,,83.3,16.7,Ilhas Maldivas,,,,0.0,25.0,32.0,,,,,,,,,,,,
2021-09-09,,,75.0,25.0,Ilhas Maldivas,,,,0.0,24.0,34.0,,,,,,,,,,,,
2021-09-10,,,87.5,12.5,Ilhas Maldivas,,,,0.0,42.0,36.0,,,,,,,,,,,,
2021-09-11,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,35.0,,,,,,,,,,,,
2021-09-12,,,62.5,37.5,Ilhas Maldivas,,,,0.0,42.0,40.0,,,,,,,,,,,,
2021-09-13,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,35.0,,,,,,,,,,,,
2021-09-14,,,16.7,79.2,Ilhas Maldivas,,,,0.0,32.0,35.0,,,,,,,,,,,,
2021-09-15,,,95.8,4.2,Ilhas Maldivas,,,,0.0,46.0,36.0,,,,,,,,,,,,
2021-09-16,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,36.0,,,,,,,,,,,,
2021-09-17,,,70.8,29.2,Ilhas Maldivas,,,,0.0,23.0,34.0,,,,,,,,,,,,
2021-09-18,,,95.8,4.2,Ilhas Maldivas,,,,0.0,31.0,35.0,,,,,,,,,,,,
2021-09-19,,,37.5,62.5,Ilhas Maldivas,,,,0.0,39.0,49.0,,,,,,,,,,,,
2021-09-20,,,100.0,0.0,Ilhas Maldivas,,,,0.0,26.0,,,,,,,,,,,,,
2021-09-21,,,79.2,20.8,Ilhas Maldivas,,,,0.0,26.0,27.0,,,,,,,,,,,,
2021-09-22,,,58.3,41.7,Ilhas Maldivas,,,,0.0,26.0,30.0,,,,,,,,,,,,
2021-09-23,,,62.5,37.5,Ilhas Maldivas,,,,0.0,27.0,27.0,,,,,,,,,,,,
2021-09-24,,,75.0,25.0,Ilhas Maldivas,,,,0.0,18.0,28.0,25.0,,,,,,,,,,,
2021-09-25,,,41.7,8.3,Ilhas Maldivas,,,,0.0,14.0,20.0,25.0,,,,,,,,,,,
2021-09-26,,,33.3,0.0,Ilhas Maldivas,,,,0.0,26.0,,,,,,,,,,,,,
2021-09-27,,,50.0,4.2,Ilhas Maldivas,,,,0.0,26.0,29.0,18.0,,,,,,,,,,,
2021-09-28,,,33.3,25.0,Ilhas Maldivas,,,,0.0,37.0,39.0,,,,,,,,,,,,
2021-09-29,,,87.5,12.5,Ilhas Maldivas,,,,0.0,32.0,43.0,,,,,,,,,,,,
2021-09-30,,,58.3,37.5,Ilhas Maldivas,,,,4.2,49.0,43.0,46.0,,,,,,,,,,,
2021-10-01,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,38.0,,,,,,,,,,,,
2021-10-02,,,66.7,33.3,Ilhas Maldivas,,,,0.0,21.0,35.0,21.0,,,,,,,,,,,
2021-10-03,,,37.5,62.5,Ilhas Maldivas,,,,0.0,28.0,33.0,26.0,,,,,,,,,,,
2021-10-04,,,29.2,70.8,Ilhas Maldivas,,,,0.0,35.0,42.0,,,,,,,,,,,,
2021-10-05,,,91.7,4.2,Ilhas Maldivas,,,,0.0,27.0,27.0,,,,,,,,,,,,
2021-10-06,,,95.8,0.0,Ilhas Maldivas,,,,0.0,27.0,,25.0,,,,,,,,,,,
2021-10-07,,,58.3,41.7,Ilhas Maldivas,,,,0.0,25.0,,26.0,,,,,,,,,,,
2021-10-08,,,75.0,25.0,Ilhas Maldivas,,,,0.0,30.0,46.0,,,,,,,,,,,,
2021-10-09,,,95.8,4.2,Ilhas Maldivas,,,,0.0,43.0,18.0,,,,,,,,,,,,
2021-10-10,,,87.5,12.5,Ilhas Maldivas,,,,0.0,37.0,46.0,,,,,,,,,,,,
2021-10-11,,,91.7,8.3,Ilhas Maldivas,,,,0.0,34.0,49.0,,,,,,,,,,,,
2021-10-12,,,79.2,20.8,Ilhas Maldivas,,,,0.0,34.0,36.0,,,,,,,,,,,,
2021-10-13,,,37.5,62.5,Ilhas Maldivas,,,,0.0,38.0,38.0,,,,,,,,,,,,
2021-10-14,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,35.0,,,,,,,,,,,,
2021-10-15,,,100.0,0.0,Ilhas Maldivas,,,,0.0,33.0,,,,,,,,,,,,,
2021-10-16,,,100.0,0.0,Ilhas Maldivas,,,,0.0,33.0,,,,,,,,,,,,,
2021-10-17,,,100.0,0.0,Ilhas Maldivas,,,,0.0,31.0,,,,,,,,,,,,,
2021-10-18,,,33.3,66.7,Ilhas Maldivas,,,,0.0,44.0,45.0,,,,,,,,,,,,
2021-10-19,,,54.2,45.8,Ilhas Maldivas,,,,0.0,34.0,28.0,,,,,,,,,,,,
2021-10-20,,,83.3,4.2,Ilhas Maldivas,,,,0.0,26.0,25.0,,,,,,,,,,,,
2021-10-21,,,45.8,54.2,Ilhas Maldivas,,,,0.0,38.0,33.0,,,,,,,,,,,,
2021-10-22,,,70.8,29.2,Ilhas Maldivas,,,,0.0,45.0,32.0,,,,,,,,,,,,
2021-10-23,,,83.3,16.7,Ilhas Maldivas,,,,0.0,26.0,29.0,,,,,,,,,,,,
2021-10-24,,,66.7,33.3,Ilhas Maldivas,,,,0.0,25.0,29.0,,,,,,,,,,,,
2021-10-25,,,87.5,0.0,Ilhas Maldivas,,,,0.0,,29.0,,,,,,,,,,,,
2021-10-26,,,95.8,0.0,Ilhas Maldivas,,,,0.0,,28.0,,,,,,,,,,,,
2021-10-27,,,79.2,20.8,Ilhas Maldivas,,,,0.0,51.0,32.0,17.0,,,,,,,,,,,
2021-10-28,,,75.0,25.0,Ilhas Maldivas,,,,0.0,32.0,31.0,,,,,,,,,,,,
2021-10-29,,,83.3,16.7,Ilhas Maldivas,,,,0.0,45.0,32.0,,,,,,,,,,,,
2021-10-30,,,70.8,29.2,Ilhas Maldivas,,,,0.0,28.0,28.0,,,,,,,,,,,,
2021-10-31,,,45.8,54.2,Ilhas Maldivas,,,,0.0,25.0,26.0,,,,,,,,,,,,
2021-11-01,,,70.8,29.2,Ilhas Maldivas,,,,0.0,28.0,24.0,,,,,,,,,,,,
2021-11-02,,,100.0,0.0,Ilhas Maldivas,,,,0.0,31.0,,,,,,,,,,,,,
2021-11-03,,,87.5,12.5,Ilhas Maldivas,,,,0.0,29.0,32.0,,,,,,,,,,,,
2021-11-04,,,95.8,0.0,Ilhas Maldivas,,,,0.0,29.0,,,,,,,,,,,,,
2021-11-05,,,100.0,0.0,Ilhas Maldivas,,,,0.0,28.0,,,,,,,,,,,,,
2021-11-06,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,,,,,,,,,,,,,
2021-11-07,,,87.5,12.5,Ilhas Maldivas,,,,0.0,29.0,30.0,,,,,,,,,,,,
2021-11-08,,,100.0,0.0,Ilhas Maldivas,,,,0.0,30.0,,,,,,,,,,,,,
2021-11-09,,,70.8,29.2,Ilhas Maldivas,,,,0.0,33.0,38.0,,,,,,,,,,,,
2021-11-10,,,87.5,12.5,Ilhas Maldivas,,,,0.0,28.0,26.0,,,,,,,,,,,,
2021-11-11,,,83.3,16.7,Ilhas Maldivas,,,,0.0,40.0,29.0,,,,,,,,,,,,
2021-11-12,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,28.0,,,,,,,,,,,,
2021-11-13,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,28.0,,,,,,,,,,,,
2021-11-14,,,83.3,16.7,Ilhas Maldivas,,,,0.0,47.0,30.0,,,,,,,,,,,,
2021-11-15,,,87.5,8.3,Ilhas Maldivas,,,,0.0,27.0,28.0,,,,,,,,,,,,
2021-11-16,,,0.0,100.0,Ilhas Maldivas,,,,0.0,52.0,45.0,,,,,,,,,,,,
2021-11-17,,,54.2,45.8,Ilhas Maldivas,,,,0.0,47.0,33.0,,,,,,,,,,,,
2021-11-18,,,62.5,37.5,Ilhas Maldivas,,,,0.0,27.0,25.0,,,,,,,,,,,,
2021-11-19,,,0.0,100.0,Ilhas Maldivas,,,,0.0,27.0,26.0,,,,,,,,,,,,
2021-11-20,,,58.3,41.7,Ilhas Maldivas,,,,0.0,26.0,25.0,,,,,,,,,,,,
2021-11-21,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,27.0,,,,,,,,,,,,
2021-11-22,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,27.0,,,,,,,,,,,,
2021-11-23,,,58.3,41.7,Ilhas Maldivas,,,,0.0,32.0,38.0,,,,,,,,,,,,
2021-11-24,,,79.2,20.8,Ilhas Maldivas,,,,0.0,26.0,23.0,29.0,,,,,,,,,,,
2021-11-25,,,100.0,0.0,Ilhas Maldivas,,,,0.0,28.0,,,,,,,,,,,,,
2021-11-26,,,100.0,0.0,Ilhas Maldivas,,,,0.0,31.0,,,,,,,,,,,,,
2021-11-27,,,83.3,16.7,Ilhas Maldivas,,,,0.0,37.0,45.0,,,,,,,,,,,,
2021-11-28,,,100.0,0.0,Ilhas Maldivas,,,,0.0,32.0,,,,,,,,,,,,,
2021-11-29,,,83.3,16.7,Ilhas Maldivas,,,,0.0,35.0,39.0,,,,,,,,,,,,
2021-11-30,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,32.0,,,,,,,,,,,,
2021-12-01,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,29.0,,,,,,,,,,,,
2021-12-02,,,70.8,25.0,Ilhas Maldivas,,,,4.2,26.0,30.0,23.0,,,,,,,,,,,
2021-12-03,,,100.0,0.0,Ilhas Maldivas,,,,0.0,28.0,,,,,,,,,,,,,
2021-12-04,,,87.5,12.5,Ilhas Maldivas,,,,0.0,30.0,28.0,,,,,,,,,,,,
2021-12-05,,,100.0,0.0,Ilhas Maldivas,,,,0.0,31.0,,,,,,,,,,,,,
2021-12-06,,,100.0,0.0,Ilhas Maldivas,,,,0.0,35.0,,,,,,,,,,,,,
2021-12-07,,,100.0,0.0,Ilhas Maldivas,,,,0.0,30.0,,,,,,,,,,,,,
2021-12-08,,,100.0,0.0,Ilhas Maldivas,,,,0.0,30.0,,,,,,,,,,,,,
2021-12-09,,,100.0,0.0,Ilhas Maldivas,,,,0.0,30.0,,,,,,,,,,,,,
2021-12-10,,,83.3,8.3,Ilhas Maldivas,,,,0.0,30.0,30.0,,,,,,,,,,,,
2021-12-11,,,100.0,0.0,Ilhas Maldivas,,,,0.0,34.0,,,,,,,,,,,,,
2021-12-12,,,100.0,0.0,Ilhas Maldivas,,,,0.0,36.0,,,,,,,,,,,,,
2021-12-13,,,29.2,70.8,Ilhas Maldivas,,,,0.0,40.0,36.0,32.0,,,,,,,,,,,
2021-12-14,,,95.8,4.2,Ilhas Maldivas,,,,0.0,33.0,28.0,,,,,,,,,,,,
2021-12-15,,,87.5,12.5,Ilhas Maldivas,,,,0.0,27.0,28.0,,,,,,,,,,,,
2021-12-16,,,4.2,95.8,Ilhas Maldivas,,,,0.0,48.0,46.0,,,,,,,,,,,,
2021-12-17,,,83.3,16.7,Ilhas Maldivas,,,,0.0,35.0,48.0,,,,,,,,,,,,
2021-12-18,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,,,,,,,,,,,,,
2021-12-19,,,100.0,0.0,Ilhas Maldivas,,,,0.0,29.0,,,,,,,,,,,,,
2021-12-20,,,100.0,0.0,Ilhas Maldivas,,,,0.0,30.0,,,,,,,,,,,,,
2021-12-21,,,95.8,4.2,Ilhas Maldivas,,,,0.0,30.0,45.0,,,,,,,,,,,,
2021-12-22,,,70.8,29.2,Ilhas Maldivas,,,,0.0,32.0,32.0,,,,,,,,,,,,
2021-12-23,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,30.0,,,,,,,,,,,,
2021-12-24,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,29.0,,,,,,,,,,,,
2021-12-25,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,28.0,,,,,,,,,,,,
2021-12-26,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,28.0,,,,,,,,,,,,
2021-12-27,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,28.0,,,,,,,,,,,,
2021-12-28,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,28.0,,,,,,,,,,,,
2021-12-29,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,28.0,,,,,,,,,,,,
2021-12-30,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,28.0,,,,,,,,,,,,
2021-12-31,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,29.0,,,,,,,,,,,,
2022-01-01,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,29.0,,,,,,,,,,,,
2022-01-02,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,28.0,,,,,,,,,,,,
2022-01-03,,,100.0,0.0,Ilhas Maldivas,,,,0.0,,29.0,,,,,,,,,,,,
2022-01-04,,,79.2,20.8,Ilhas Maldivas,,,,0.0,48.0,32.0,,,,,,,,,,,,
2022-01-05,,,100.0,0.0,Ilhas Maldivas,,,,0.0,30.0,29.0,,,,,,,,,,,,
2022-01-06,,,100.0,0.0,Ilhas Maldivas,,,,0.0,33.0,,,,,,,,,,,,,
2022-01-07,,,91.7,0.0,Ilhas Maldivas,,,,0.0,31.0,,,,,,,,,,,,,
2022-01-08,,,75.0,25.0,Ilhas Maldivas,,,,0.0,33.0,40.0,51.0,,,,,,,,,,,
2022-01-09,,,87.5,12.5,Ilhas Maldivas,,,,0.0,42.0,30.0,,,,,,,,,,,,
2022-01-10,,,95.8,4.2,Ilhas Maldivas,,,,0.0,50.0,30.0,,,,,,,,,,,,
2022-01-11,,,87.5,12.5,Ilhas Maldivas,,,,0.0,49.0,32.0,,,,,,,,,,,,
2022-01-12,,,45.8,54.2,Ilhas Maldivas,,,,0.0,48.0,38.0,,,,,,,,,,,,
2022-01-13,,,66.7,33.3,Ilhas Maldivas,,,,0.0,40.0,30.0,,,,,,,,,,,,
2022-01-14,,,45.8,54.2,Ilhas Maldivas,,,,0.0,24.0,28.0,,,,,,,,,,,,
2022-01-15,,,79.2,20.8,Ilhas Maldivas,,,,0.0,40.0,34.0,24.0,,,,,,,,,,,
2022-01-16,,,58.3,37.5,Ilhas Maldivas,,,,4.2,37.0,46.0,38.0,,,,,,,,,,,
2022-01-17,,,75.0,25.0,Ilhas Maldivas,,,,0.0,29.0,,27.0,,,,,,,,,,,
2022-01-18,,,75.0,25.0,Ilhas Maldivas,,,,0.0,31.0,,22.0,,,,,,,,,,,
2022-01-19,,,95.8,4.2,Ilhas Maldivas,,,,0.0,30.0,26.0,28.0,,,,,,,,,,,
2022-01-20,,,58.3,41.7,Ilhas Maldivas,,,,0.0,37.0,30.0,30.0,,,,,,,,,,,
2022-01-21,,,87.5,12.5,Ilhas Maldivas,,,,0.0,37.0,29.0,,,,,,,,,,,,
2022-01-22,,,79.2,20.8,Ilhas Maldivas,,,,0.0,,29.0,31.0,,,,,,,,,,,
2022-01-23,,,41.7,58.3,Ilhas Maldivas,,,,0.0,42.0,33.0,30.0,,,,,,,,,,,
2022-01-24,,,12.5,83.3,Ilhas Maldivas,,,,4.2,29.0,33.0,43.0,,,,,,,,,,,
2022-01-25,,,37.5,62.5,Ilhas Maldivas,,,,0.0,31.0,,45.0,,,,,,,,,,,
2022-01-26,,,41.7,58.3,Ilhas Maldivas,,,,0.0,35.0,30.0,31.0,,,,,,,,,,,
2022-01-27,,,66.7,33.3,Ilhas Maldivas,,,,0.0,49.0,37.0,,,,,,,,,,,,
2022-01-28,,,54.2,45.8,Ilhas Maldivas,,,,0.0,,36.0,45.0,,,,,,,,,,,
2022-01-29,,,29.2,70.8,Ilhas Maldivas,,,,0.0,43.0,36.0,40.0,,,,,,,,,,,
2022-01-30,,,37.5,62.5,Ilhas Maldivas,,,,0.0,36.0,34.0,,,,,,,,,,,,
2022-01-31,,,0.0,100.0,Ilhas Maldivas,,,,0.0,43.0,36.0,,,,,,,,,,,,
2022-02-01,,,37.5,58.3,Ilhas Maldivas,,,,4.2,44.0,36.0,40.0,,,,,,,,,,,
2022-02-02,,,45.8,54.2,Ilhas Maldivas,,,,0.0,31.0,31.0,28.0,,,,,,,,,,,
2022-02-03,,,100.0,0.0,Ilhas Maldivas,,,,0.0,31.0,,,,,,,,,,,,,
2022-02-04,,,45.8,54.2,Ilhas Maldivas,,,,0.0,52.0,,41.0,,,,,,,,,,,
2022-02-05,,,66.7,0.0,Ilhas Maldivas,,,,0.0,,,66.0,,,,,,,,,,,
2022-02-06,,,29.2,0.0,Ilhas Maldivas,,,,0.0,,,94.0,,,,,,,,,,,
2022-02-07,,,33.3,0.0,Ilhas Maldivas,,,,0.0,,,63.0,,,,,,,,,,,
2022-02-08,,,4.2,0.0,Ilhas Maldivas,,,,0.0,,25.0,,,,,,,,,,,,
2022-02-09,,,25.0,8.3,Ilhas Maldivas,,,,0.0,21.0,22.0,23.0,,,,,,,,,,,
2022-02-10,,,33.3,50.0,Ilhas Maldivas,,,,16.7,33.0,40.0,32.0,,,,,,,,,,,
2022-02-11,,,41.7,54.2,Ilhas Maldivas,,,,4.2,36.0,40.0,44.0,,,,,,,,,,,
2022-02-12,,,45.8,50.0,Ilhas Maldivas,,,,4.2,37.0,46.0,36.0,,,,,,,,,,,
2022-02-13,,,58.3,41.7,Ilhas Maldivas,,,,0.0,23.0,28.0,,,,,,,,,,,,
2022-02-14,,,54.2,41.7,Ilhas Maldivas,,,,0.0,24.0,29.0,,,,,,,,,,,,
2022-02-15,,,66.7,33.3,Ilhas Maldivas,,,,0.0,29.0,42.0,,,,,,,,,,,,
2022-02-16,,,91.7,4.2,Ilhas Maldivas,,,,0.0,28.0,38.0,,,,,,,,,,,,
2022-02-17,,,100.0,0.0,Ilhas Maldivas,,,,0.0,28.0,,,,,,,,,,,,,
2022-02-18,,,54.2,37.5,Ilhas Maldivas,,,,8.3,28.0,24.0,30.0,,,,,,,,,,,
2022-02-19,,,100.0,0.0,Ilhas Maldivas,,,,0.0,25.0,,26.0,,,,,,,,,,,
2022-02-20,,,91.7,8.3,Ilhas Maldivas,,,,0.0,23.0,26.0,21.0,,,,,,,,,,,
2022-02-21,,,83.3,16.7,Ilhas Maldivas,,,,0.0,24.0,25.0,,,,,,,,,,,,
2022-02-22,,,87.5,8.3,Ilhas Maldivas,,,,0.0,25.0,27.0,22.0,,,,,,,,,,,
2022-02-23,,,95.8,0.0,Ilhas Maldivas,,,,0.0,25.0,28.0,,,,,,,,,,,,
2022-02-24,,,95.8,4.2,Ilhas Maldivas,,,,0.0,25.0,29.0,,,,,,,,,,,,
2022-02-25,,,62.5,37.5,Ilhas Maldivas,,,,0.0,32.0,36.0,48.0,,,,,,,,,,,
2022-02-26,,,41.7,54.2,Ilhas Maldivas,,,,4.2,33.0,44.0,20.0,,,,,,,,,,,
2022-02-27,,,95.8,4.2,Ilhas Maldivas,,,,0.0,28.0,17.0,,,,,,,,,,,,
2022-02-28,,,79.2,20.8,Ilhas Maldivas,,,,0.0,28.0,34.0,19.0,,,,,,,,,,,
2022-03-01,,,100.0,0.0,Ilhas Maldivas,,,,0.0,30.0,,,,,,,,,,,,,
2022-03-02,,,100.0,0.0,Ilhas Maldivas,,,,0.0,28.0,,,,,,,,,,,,,
2022-03-03,,,100.0,0.0,Ilhas Maldivas,,,,0.0,28.0,,,,,,,,,,,,,
