Timestamp,Longitude,Speed [km/h],Heading [Degrees],Cumulative Idle Fuel Usage [L],Cumulative Fuel Used Daily [L],Cumulative Idle Time [Hrs],Cumulative Max Fuel Usage [L],SMH,Aftercooler Temperature [Deg. C],Fuel_Press,Fuel_Rate,Inlet Air Temperature [Deg. C],Coolant_Temp,Oil Filter Differential Pressure [kPa],Fuel Filter Differential Pressure [kPa],Batt,Load,Total Operating Hours [Hours],Total_Fuel,Left Air Filter Restriction [kPa],RPM,EXH_R,Oil_Press,Boost,Throttle Position [%],Oil_Temp,Crank_Press,Turbo Outlet Pressure (absolute) [kPa],EXH_L,Right Air Filter Restriction [kPa],DIAG_STATS,Run Status,SMH_DIFF,MaxPower,RealPower,BSFC,Total_Fuel_DIFF,EXH_DIFF,Asset,Site
2021-07-25,,,,,,,,26562.702361256,,,178.10208598726112,,86.91666666666667,56.416666666666664,15.75,23.333333333333332,39.541666666666664,,500885.125,,1804.6875,413.2083333333333,455.0625,61.458333333333336,89.20000132918362,,,164.08333333333334,462.7916666666667,,,,0.9600896569600081,1678.0,663.5091666666666,226.5875199127986,,49.583333333333336,ABB00239,SS Moretti
2021-07-26,,,,,,,,26580.287817748598,,,193.03182105821637,,88.36363636363636,62.77272727272727,15.409090909090908,23.272727272727273,42.63636363636363,,500885.125,,1804.0,417.3636363636364,452.90909090909093,65.95454545454545,89.2000013291836,,,168.45454545454547,476.09090909090907,,,,0.4567114764800367,1678.0,715.4381818181818,227.679536704919,,58.72727272727273,ABB00239,SS Moretti
2021-07-27,,,,,,,,26588.017270396802,,,136.287502030842,,87.5,62.875,17.375,23.5,30.5,,500885.125,,1805.0,412.75,455.375,44.875,89.2000013291836,,,147.75,415.25,,,,0.1680001343998551,1678.0,511.79,224.9013118240153,,10.5,ABB00239,SS Moretti
2021-07-28,,,,,,,,26591.41079692114,,,,,,,,,,,500885.125,,,,,,,,,,,,,,0.0866667360001191,,,,,,ABB00239,SS Moretti
2021-07-29,,,,,,,,26598.2232912814,26.0,536.6666666666666,125.59687687153944,32.555556040671135,82.875,62.96875,17.15625,23.28125,28.5625,26602.415247389534,500885.125,1.30000001937151,1804.34375,375.375,467.78125,40.5625,89.2000013291836,90.0,1.9666666959722834,143.5,389.1875,0.6888888991541333,,,0.39230567195206983,1678.0,479.27875,222.71458565135546,,14.6875,ABB00239,SS Moretti
2021-07-30,,,,,,,,26610.239208866766,25.857142857142858,529.6190476190476,115.97619220437029,-1765.7978523993975,81.85714285714286,58.595238095238095,16.214285714285715,23.238095238095237,26.19047619047619,26610.161509872058,500885.125,1.3047619242043733,1763.3095238095239,360.6190476190476,466.0,38.5,86.05714413949424,88.80952380952381,-1780.2087221793536,139.4047619047619,370.0,0.6904762007650875,,,0.23328722366671212,1619.0411904761904,437.70742619047616,338.32040051804,,12.523809523809524,ABB00239,SS Moretti
2021-07-31,,,,,,,,26616.989347996212,25.0,549.0,71.72500106878564,-3129.800046637659,82.0,61.0,17.25,23.25,17.0,26617.6748885803,500885.125,1.150000017136335,1801.25,291.5,470.0,24.5,89.2000013291836,88.5,-3131.1156022128175,127.25,302.0,0.650000009685755,,,0.047210922122434974,1678.0,285.26,206.372630745495,,10.5,ABB00239,SS Moretti
2021-08-01,,,,,,,,26619.35215221318,25.25,545.375,98.77500147186215,-2989.169609759493,80.0,58.5,15.875,23.25,23.25,26619.4548899289,500885.125,1.2500000186264524,1802.75,365.5,477.25,33.625,89.2000013291836,85.5,-2991.7761315374637,136.25,354.5,0.7000000104308128,,,0.04916103706114961,1678.0,390.135,215.27359436895836,,14.0,ABB00239,SS Moretti
2021-08-02,,,,,,,,26620.550185312004,,,,-3276.80004882813,,,,,,,500885.125,,,,,,,,-3276.80004882813,,,,,,,,,,,,ABB00239,SS Moretti
2021-08-03,,,,,,,,26623.141324548997,25.555555555555557,535.6666666666666,102.72777930854097,-2643.074507469989,80.0,58.94444444444444,17.5,23.166666666666668,25.22222222222222,26623.505417689066,500885.125,1.2666666855414705,1789.8333333333333,339.0,474.8333333333333,32.111111111111114,88.08889020151565,86.33333333333333,-2649.046847984516,135.61111111111111,333.1111111111111,0.722222232984172,,,0.10453523102037156,1678.0,423.2288888888889,208.3403137969471,,11.444444444444445,ABB00239,SS Moretti
2021-08-04,,,,,,,,26625.672411632,,,,-3276.80004882813,,,,,,,500885.125,,,,,,,,-3276.80004882813,,,,,,,,,,,,ABB00239,SS Moretti
2021-08-05,,,,,,,,26628.527117619466,25.5,538.0,105.57000157311555,-2541.5867045392633,83.4,60.45,17.4,23.15,26.0,26628.5653412757,500885.125,1.320000019669534,1804.2,374.9,467.65,34.55,89.2000013291836,89.8,-2548.2555935275263,139.55,367.7,0.8000000119209293,,,0.11763898300002135,1678.0,436.28000000000003,208.90290398525423,,12.0,ABB00239,SS Moretti
2021-08-06,,,,,,,,26631.319082816,,,,-3276.80004882813,,,,,,,500885.125,,,,,,,,-3276.80004882813,,,,,,,,,,,,ABB00239,SS Moretti
